Index,id,member_id,loan_amnt,grade,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,addr_state,int_rate
265,183936,183930,5800,A,A2,RENT,41300,Not Verified,01-12-2007,Fully Paid,VA,7.43%
266,184296,184146,25000,B,B3,RENT,100000,Not Verified,01-12-2007,Charged Off,NY,9.33%
267,184562,183619,10000,B,B3,MORTGAGE,36500,Not Verified,01-12-2007,Charged Off,FL,9.33%
268,184908,184901,1000,B,B4,RENT,5000,Not Verified,01-12-2007,Fully Paid,IN,9.64%
269,185352,105254,6000,B,B4,RENT,18000,Not Verified,01-12-2007,Fully Paid,MD,9.64%
270,185684,185669,22350,E,E3,OWN,135000,Not Verified,01-12-2007,Charged Off,NY,14.07%
271,186499,186347,1000,A,A1,MORTGAGE,120000,Not Verified,01-12-2007,Fully Paid,CA,7.12%
272,186572,186568,12000,B,B2,MORTGAGE,100671,Not Verified,01-12-2007,Fully Paid,IL,9.01%
273,186652,184693,9000,D,D3,RENT,60000,Not Verified,01-12-2007,Charged Off,NJ,12.49%
274,186840,186773,20000,E,E4,RENT,83000,Not Verified,01-12-2007,Fully Paid,NY,14.38%
275,187464,187430,10000,B,B4,RENT,67000,Not Verified,01-12-2007,Fully Paid,CA,9.64%
276,187671,187665,25000,E,E5,RENT,87000,Not Verified,01-12-2007,Charged Off,CA,14.70%
277,188937,129893,8000,A,A4,RENT,54000,Not Verified,01-12-2007,Fully Paid,IL,8.07%
278,189379,179800,2800,A,A2,RENT,29376,Not Verified,01-12-2007,Fully Paid,FL,7.43%
279,190811,178126,2000,A,A3,RENT,24000,Not Verified,01-12-2007,Charged Off,NC,7.75%
280,190846,190819,25000,E,E2,RENT,75000,Not Verified,01-01-2008,Charged Off,FL,13.75%
281,191006,191003,7500,C,C2,RENT,39975,Not Verified,01-12-2007,Fully Paid,NH,10.59%
282,191730,187320,20000,E,E4,RENT,42500,Not Verified,01-01-2008,Fully Paid,CA,14.38%
283,192239,191813,20000,C,C4,RENT,38556,Not Verified,01-12-2007,Fully Paid,NM,11.22%
284,192299,190578,16000,D,D4,RENT,97188,Not Verified,01-01-2008,Fully Paid,CA,12.80%
285,192311,187731,10000,B,B4,RENT,24960,Not Verified,01-01-2008,Fully Paid,MD,9.64%
286,192616,189776,12000,B,B5,MORTGAGE,100000,Not Verified,01-01-2008,Fully Paid,TX,9.96%
287,193452,191101,10000,A,A5,RENT,107000,Not Verified,01-01-2008,Fully Paid,CA,8.38%
288,193586,193526,9000,C,C2,RENT,25920,Not Verified,01-01-2008,Fully Paid,WA,10.59%
289,193630,192688,4000,A,A4,RENT,21600,Not Verified,01-01-2008,Fully Paid,LA,8.07%
290,194565,194314,12000,B,B3,RENT,68640,Not Verified,01-01-2008,Fully Paid,CA,9.33%
291,194762,194653,15450,E,E1,RENT,36000,Not Verified,01-01-2008,Fully Paid,MO,13.43%
292,195618,194605,6000,D,D2,MORTGAGE,120000,Not Verified,01-01-2008,Fully Paid,NY,12.17%
293,195655,193651,18000,B,B3,OWN,102000,Not Verified,01-01-2008,Fully Paid,TX,9.33%
294,196027,196018,3000,B,B2,RENT,10000,Not Verified,01-01-2008,Fully Paid,WA,9.01%
295,196148,196134,15000,B,B2,RENT,71000,Not Verified,01-01-2008,Fully Paid,CA,9.01%
296,196380,188466,11000,A,A4,RENT,62000,Not Verified,01-01-2008,Fully Paid,CA,8.07%
297,196428,189204,4725,C,C4,RENT,19800,Not Verified,01-01-2008,Charged Off,CA,11.22%
298,196521,194436,20000,B,B5,RENT,73992,Not Verified,01-01-2008,Fully Paid,MD,9.96%
299,196559,185681,3000,A,A1,MORTGAGE,60600,Not Verified,01-01-2008,Fully Paid,OR,7.12%
300,196574,188413,9500,B,B5,RENT,58000,Not Verified,01-01-2008,Fully Paid,CO,9.96%
301,196863,194670,4350,C,C5,RENT,22000,Not Verified,01-01-2008,Fully Paid,CA,11.54%
302,196910,196900,9000,B,B4,MORTGAGE,112000,Not Verified,01-01-2008,Charged Off,MD,9.64%
303,197019,197013,2750,B,B3,MORTGAGE,112000,Not Verified,01-01-2008,Charged Off,MD,9.33%
304,197225,197115,12000,B,B2,RENT,120000,Not Verified,01-01-2008,Fully Paid,NY,9.01%
305,197360,197348,6000,C,C4,RENT,49500,Not Verified,01-01-2008,Fully Paid,TX,11.22%
306,197558,164764,2675,A,A4,RENT,40000,Not Verified,01-01-2008,Fully Paid,OH,8.07%
307,197959,197950,15000,B,B4,OWN,40000,Not Verified,01-01-2008,Fully Paid,WI,9.64%
308,198285,197938,7850,B,B5,RENT,26000,Not Verified,01-01-2008,Fully Paid,OR,9.96%
309,198952,198937,2500,A,A2,MORTGAGE,522000,Not Verified,01-01-2008,Fully Paid,NC,7.43%
310,199055,197916,3000,B,B4,OWN,120000,Not Verified,01-01-2008,Fully Paid,GA,10.14%
311,199486,199451,8000,B,B5,RENT,120000,Not Verified,01-02-2008,Charged Off,CA,10.46%
312,199575,199555,4000,A,A2,MORTGAGE,62500,Not Verified,01-01-2008,Fully Paid,LA,7.43%
313,199889,199865,2000,D,D4,RENT,18000,Not Verified,01-01-2008,Fully Paid,TX,13.30%
314,200256,200251,12000,D,D4,RENT,27000,Not Verified,01-01-2008,Charged Off,CO,13.30%
315,200600,200597,7500,B,B3,RENT,96000,Not Verified,01-01-2008,Fully Paid,CA,9.83%
316,200805,200788,5000,E,E1,RENT,38000,Not Verified,01-01-2008,Charged Off,CA,13.93%
317,200886,200841,9325,A,A5,RENT,12000,Not Verified,01-01-2008,Fully Paid,WI,8.38%
318,200912,200892,9400,D,D4,MORTGAGE,50000,Not Verified,01-01-2008,Fully Paid,NY,13.30%
319,201285,197188,2000,B,B1,MORTGAGE,24000,Not Verified,01-01-2008,Fully Paid,WI,9.20%
320,201479,201440,7000,A,A2,MORTGAGE,60000,Not Verified,01-01-2008,Fully Paid,CA,7.43%
321,201909,201801,20000,D,D1,RENT,133000,Not Verified,01-01-2008,Fully Paid,CT,12.36%
322,202270,202156,4000,D,D1,RENT,50000,Not Verified,01-01-2008,Charged Off,CT,12.36%
323,202379,202352,13025,B,B4,MORTGAGE,40000,Not Verified,01-01-2008,Fully Paid,FL,10.14%
324,202406,202401,10000,D,D5,RENT,49500,Not Verified,01-01-2008,Fully Paid,TX,13.62%
325,202712,202709,11200,C,C1,RENT,60000,Not Verified,01-01-2008,Fully Paid,WI,10.78%
326,202720,181632,10000,A,A4,RENT,24600,Not Verified,01-01-2008,Fully Paid,CO,8.07%
327,203367,203345,25000,F,F2,MORTGAGE,120000,Not Verified,01-01-2008,Fully Paid,NJ,15.83%
328,203424,202222,9325,D,D5,RENT,30000,Not Verified,01-02-2008,Fully Paid,OH,13.62%
329,203532,203522,21000,D,D1,MORTGAGE,48000,Not Verified,01-01-2008,Charged Off,TX,12.36%
330,203554,202908,15000,B,B4,MORTGAGE,88296,Not Verified,01-01-2008,Fully Paid,FL,10.14%
331,204428,204314,4000,D,D1,RENT,39996,Not Verified,01-01-2008,Fully Paid,AZ,12.36%
332,204576,204491,11500,A,A5,MORTGAGE,107000,Not Verified,01-01-2008,Fully Paid,TX,8.38%
333,206181,167318,3500,A,A1,RENT,28800,Not Verified,01-01-2008,Fully Paid,MA,7.12%
334,206360,206195,7200,D,D1,RENT,17280,Not Verified,01-01-2008,Fully Paid,NY,12.36%
335,206839,205197,2000,A,A2,MORTGAGE,67992,Not Verified,01-01-2008,Fully Paid,SC,7.43%
336,207148,207023,2100,A,A5,OWN,19800,Not Verified,01-01-2008,Fully Paid,LA,8.38%
337,207387,207374,10000,C,C2,RENT,41500,Not Verified,01-01-2008,Fully Paid,CA,11.09%
338,207910,183496,2225,A,A2,MORTGAGE,120000,Not Verified,01-01-2008,Charged Off,FL,7.43%
339,208191,202271,9600,C,C1,MORTGAGE,61200,Not Verified,01-01-2008,Charged Off,GA,10.78%
340,208594,208564,10000,C,C3,RENT,78504,Not Verified,01-01-2008,Fully Paid,CA,11.41%
341,208728,206444,8775,D,D1,RENT,45600,Not Verified,01-02-2008,Fully Paid,WA,12.36%
342,208827,207594,10000,A,A5,RENT,69600,Not Verified,01-01-2008,Fully Paid,NJ,8.38%
343,209349,197016,7200,A,A4,MORTGAGE,61200,Not Verified,01-01-2008,Charged Off,MA,8.07%
344,209392,209350,2000,A,A5,RENT,35064,Not Verified,01-01-2008,Fully Paid,MN,8.38%
345,209581,209415,16000,D,D2,RENT,91200,Not Verified,01-01-2008,Charged Off,DC,12.67%
346,210194,210137,3800,C,C5,MORTGAGE,63000,Not Verified,01-01-2008,Fully Paid,MD,12.04%
347,210287,210254,6000,B,B2,MORTGAGE,110000,Not Verified,01-01-2008,Fully Paid,GA,9.51%
348,210778,210769,3000,B,B4,RENT,48000,Not Verified,01-01-2008,Fully Paid,CA,10.14%
349,210784,210596,10000,B,B1,RENT,77250,Not Verified,01-01-2008,Fully Paid,CA,9.20%
350,210884,210855,7000,C,C1,RENT,36500,Not Verified,01-01-2008,Fully Paid,NY,10.78%
351,211126,211085,2200,C,C4,RENT,39270,Not Verified,01-01-2008,Fully Paid,NY,11.72%
352,211133,210644,500,C,C3,RENT,19500,Not Verified,01-01-2008,Fully Paid,VA,11.41%
353,211586,209087,4000,A,A3,RENT,57600,Not Verified,01-02-2008,Fully Paid,HI,7.75%
354,211723,211606,8000,C,C2,OWN,72000,Not Verified,01-01-2008,Charged Off,MD,11.09%
355,211860,211817,7500,A,A5,OWN,75000,Not Verified,01-01-2008,Fully Paid,NY,8.38%
356,212737,212440,8000,C,C5,RENT,44685,Not Verified,01-01-2008,Fully Paid,NY,12.04%
357,212894,212055,3250,A,A3,OWN,36000,Not Verified,01-01-2008,Charged Off,NC,7.75%
358,213020,212984,7000,A,A3,RENT,49896,Not Verified,01-01-2008,Fully Paid,NV,7.75%
359,213427,213418,1200,B,B4,RENT,30000,Not Verified,01-01-2008,Fully Paid,AZ,10.14%
360,213551,213530,7500,C,C3,RENT,72000,Not Verified,01-01-2008,Fully Paid,MD,11.41%
361,213732,209340,20000,D,D3,RENT,48000,Not Verified,01-01-2008,Charged Off,CA,12.99%
362,213846,208394,2450,C,C1,MORTGAGE,38000,Not Verified,01-01-2008,Fully Paid,FL,10.78%
363,214363,190375,15000,C,C5,RENT,47000,Not Verified,01-01-2008,Fully Paid,CA,12.04%
364,214388,199014,20000,E,E4,RENT,76000,Not Verified,01-01-2008,Charged Off,CA,14.88%
365,214572,214566,25000,B,B2,MORTGAGE,65000,Not Verified,01-01-2008,Fully Paid,OH,9.51%
366,214968,204307,9000,B,B3,RENT,21600,Not Verified,01-01-2008,Fully Paid,CA,9.83%
367,215142,215085,8400,A,A5,MORTGAGE,38100,Not Verified,01-01-2008,Fully Paid,NJ,8.38%
368,215531,215518,3500,D,D2,RENT,48000,Not Verified,01-01-2008,Fully Paid,DC,12.67%
369,215577,215185,9000,C,C1,RENT,36000,Not Verified,01-01-2008,Fully Paid,TX,10.78%
370,215865,215855,16800,D,D2,RENT,60000,Not Verified,01-01-2008,Fully Paid,NY,12.67%
371,215897,215882,10000,B,B1,RENT,165000,Not Verified,01-01-2008,Fully Paid,NJ,9.20%
372,216013,215970,7200,B,B2,RENT,32496,Not Verified,01-01-2008,Fully Paid,GA,9.51%
373,216083,216070,21000,E,E5,MORTGAGE,75000,Not Verified,01-01-2008,Fully Paid,NM,15.20%
374,216181,216160,10000,A,A3,MORTGAGE,115500,Not Verified,01-01-2008,Fully Paid,VT,7.75%
375,216508,200052,8000,A,A4,MORTGAGE,60000,Not Verified,01-01-2008,Fully Paid,CA,8.07%
376,216540,213030,15000,E,E2,RENT,48000,Not Verified,01-01-2008,Fully Paid,CA,14.25%
377,216698,174214,500,B,B5,MORTGAGE,26000,Not Verified,01-01-2008,Fully Paid,IL,10.46%
378,216940,216937,11200,C,C5,RENT,45000,Not Verified,01-01-2008,Fully Paid,IL,12.04%
379,217041,215591,10000,B,B2,RENT,55000,Not Verified,01-01-2008,Fully Paid,FL,9.51%
380,217100,217064,24625,G,G5,RENT,84000,Not Verified,01-01-2008,Fully Paid,CA,18.36%
381,217118,216587,12500,C,C4,RENT,36000,Not Verified,01-01-2008,Fully Paid,OH,11.72%
382,217723,214389,15000,B,B4,RENT,84000,Not Verified,01-01-2008,Fully Paid,OH,10.14%
383,217788,215783,9300,C,C4,RENT,62000,Not Verified,01-01-2008,Fully Paid,WA,11.72%
384,217987,216798,4000,C,C1,OWN,32000,Not Verified,01-01-2008,Fully Paid,VA,10.78%
385,218282,216136,11000,D,D3,MORTGAGE,52500,Not Verified,01-01-2008,Charged Off,MI,12.99%
386,218325,216568,16000,D,D3,RENT,43000,Not Verified,01-01-2008,Fully Paid,CT,12.99%
387,218331,218047,10000,A,A3,RENT,24000,Not Verified,01-01-2008,Charged Off,FL,7.75%
388,218343,218321,2150,C,C1,MORTGAGE,11029,Not Verified,01-01-2008,Charged Off,NY,10.78%
389,218680,218656,13500,C,C1,RENT,37200,Not Verified,01-01-2008,Fully Paid,NY,10.78%
390,219000,218997,5500,B,B1,RENT,37000,Not Verified,01-01-2008,Fully Paid,WA,9.20%
391,219070,219037,6000,B,B5,RENT,50000,Not Verified,01-02-2008,Fully Paid,CO,10.46%
392,219178,219169,5000,C,C4,MORTGAGE,60000,Not Verified,01-01-2008,Fully Paid,CO,11.72%
393,219315,219312,12000,D,D4,MORTGAGE,45000,Not Verified,01-01-2008,Charged Off,MD,13.30%
394,219425,219409,2500,C,C4,RENT,62000,Not Verified,01-01-2008,Charged Off,NY,11.72%
395,219967,219919,6000,A,A5,MORTGAGE,40500,Not Verified,01-01-2008,Fully Paid,NC,8.38%
396,220023,219944,1850,A,A1,RENT,35000,Not Verified,01-01-2008,Fully Paid,IA,7.12%
397,220873,220762,10000,D,D4,OWN,120000,Not Verified,01-01-2008,Charged Off,TX,13.30%
398,221264,221224,15000,C,C5,MORTGAGE,100000,Not Verified,01-01-2008,Fully Paid,MI,12.04%
399,221301,220027,22000,D,D2,MORTGAGE,90000,Not Verified,01-01-2008,Fully Paid,VA,12.67%
400,222179,222065,9600,B,B1,MORTGAGE,62000,Not Verified,01-01-2008,Charged Off,CO,9.20%
401,222488,222393,18500,B,B2,MORTGAGE,31000,Not Verified,01-01-2008,Fully Paid,IA,9.51%
402,222492,221919,18900,B,B4,MORTGAGE,44000,Not Verified,01-02-2008,Fully Paid,TX,10.14%
403,222829,222675,14400,B,B2,RENT,88068,Not Verified,01-01-2008,Fully Paid,CA,9.51%
404,223015,222752,24000,F,F2,RENT,75000,Not Verified,01-01-2008,Fully Paid,CA,15.83%
405,223308,223192,7500,C,C1,MORTGAGE,85000,Not Verified,01-01-2008,Fully Paid,NJ,10.78%
406,223345,223287,14000,B,B4,MORTGAGE,75000,Not Verified,01-01-2008,Charged Off,FL,10.14%
407,223626,223476,20000,B,B5,RENT,115500,Not Verified,01-01-2008,Fully Paid,CA,10.46%
408,223992,223916,7200,A,A5,MORTGAGE,175000,Not Verified,01-01-2008,Fully Paid,FL,8.38%
409,224210,218822,15000,C,C5,RENT,100000,Not Verified,01-01-2008,Fully Paid,VA,12.04%
410,224381,223623,25000,F,F3,MORTGAGE,113000,Not Verified,01-01-2008,Charged Off,CA,16.15%
411,224541,224356,20000,C,C3,MORTGAGE,57860,Not Verified,01-01-2008,Fully Paid,TX,11.41%
412,224614,224538,15000,C,C4,RENT,200000,Not Verified,01-01-2008,Fully Paid,NY,11.72%
413,224894,168432,8000,B,B4,RENT,50000,Not Verified,01-01-2008,Fully Paid,MD,10.14%
414,224984,224951,4800,C,C2,RENT,46000,Not Verified,01-01-2008,Fully Paid,TX,11.09%
415,225054,224975,9000,D,D1,MORTGAGE,85000,Not Verified,01-01-2008,Fully Paid,AZ,12.36%
416,225812,225734,20000,C,C3,MORTGAGE,375000,Not Verified,01-01-2008,Fully Paid,AL,11.41%
417,225897,225868,4000,B,B4,RENT,36000,Not Verified,01-01-2008,Fully Paid,CO,10.14%
418,226154,225530,5000,E,E1,MORTGAGE,72000,Not Verified,01-01-2008,Fully Paid,MN,13.93%
419,226735,226604,3000,D,D4,RENT,35244,Not Verified,01-02-2008,Charged Off,ID,13.30%
420,226780,226351,11200,C,C1,MORTGAGE,80000,Not Verified,01-01-2008,Charged Off,CA,10.78%
421,227383,227145,10800,A,A3,RENT,24000,Not Verified,01-01-2008,Fully Paid,OR,7.75%
422,227538,227380,12000,B,B1,RENT,40000,Not Verified,01-01-2008,Fully Paid,CT,9.20%
423,227568,226102,12800,A,A5,MORTGAGE,65000,Not Verified,01-01-2008,Fully Paid,TX,8.38%
424,227773,227373,9800,A,A3,MORTGAGE,60000,Not Verified,01-01-2008,Fully Paid,TX,7.75%
425,228424,228006,20000,D,D4,MORTGAGE,50000,Not Verified,01-01-2008,Fully Paid,FL,13.30%
426,228892,228788,23000,D,D1,RENT,95000,Not Verified,01-01-2008,Charged Off,MN,12.36%
427,228923,228859,15000,C,C2,RENT,32000,Not Verified,01-01-2008,Charged Off,CA,11.09%
428,229276,206288,15000,C,C4,MORTGAGE,66000,Not Verified,01-01-2008,Fully Paid,MN,11.72%
429,229565,229463,7000,C,C1,RENT,69500,Not Verified,01-01-2008,Fully Paid,RI,10.78%
430,229930,229806,25000,C,C2,MORTGAGE,90000,Not Verified,01-01-2008,Fully Paid,TX,11.09%
431,230185,230155,8000,C,C1,MORTGAGE,78000,Not Verified,01-01-2008,Fully Paid,PA,10.78%
432,230545,230528,2500,C,C1,MORTGAGE,107000,Not Verified,01-01-2008,Fully Paid,NC,10.78%
433,231005,230928,8525,C,C1,RENT,110000,Not Verified,01-01-2008,Charged Off,MN,10.78%
434,231321,214993,10000,A,A3,NONE,22200,Not Verified,01-01-2008,Fully Paid,VA,7.75%
435,231540,231171,1800,C,C3,RENT,73000,Not Verified,01-01-2008,Fully Paid,NV,11.41%
436,231935,231531,12000,A,A4,RENT,20000,Not Verified,01-01-2008,Fully Paid,NM,8.07%
437,232302,232232,25000,B,B3,MORTGAGE,72000,Not Verified,01-01-2008,Fully Paid,GA,9.83%
438,232488,232450,25000,B,B5,MORTGAGE,186063,Not Verified,01-01-2008,Fully Paid,FL,10.46%
439,232568,232542,4000,C,C1,MORTGAGE,50000,Not Verified,01-01-2008,Fully Paid,VA,10.78%
440,232726,232722,10000,C,C3,RENT,40000,Not Verified,01-01-2008,Fully Paid,NY,11.41%
441,232917,232274,3000,C,C4,MORTGAGE,55200,Not Verified,01-02-2008,Fully Paid,AZ,11.72%
442,232947,225341,11225,D,D5,MORTGAGE,30000,Not Verified,01-01-2008,Fully Paid,MA,13.62%
443,233852,233817,9500,C,C1,OWN,74600,Not Verified,01-02-2008,Fully Paid,FL,10.78%
444,233978,233903,2500,A,A5,OWN,31000,Not Verified,01-01-2008,Fully Paid,AR,8.38%
445,234451,234130,19000,B,B2,MORTGAGE,69000,Not Verified,01-01-2008,Fully Paid,TX,9.51%
446,234585,231493,12000,B,B3,MORTGAGE,78000,Not Verified,01-01-2008,Fully Paid,MA,9.83%
447,234707,234673,21000,B,B1,MORTGAGE,237000,Not Verified,01-01-2008,Fully Paid,TX,9.20%
448,235094,235091,15000,B,B1,MORTGAGE,55000,Not Verified,01-01-2008,Fully Paid,MD,9.20%
449,235269,234484,18000,A,A5,RENT,64000,Not Verified,01-01-2008,Charged Off,VA,8.38%
450,235704,235682,10000,E,E4,MORTGAGE,65000,Not Verified,01-01-2008,Fully Paid,OH,14.88%
451,236199,216572,20000,E,E2,RENT,48000,Not Verified,01-01-2008,Fully Paid,MD,14.25%
452,237246,237091,8000,B,B1,RENT,35000,Not Verified,01-02-2008,Fully Paid,CO,9.20%
453,237452,237404,15000,C,C5,MORTGAGE,202000,Not Verified,01-02-2008,Fully Paid,CA,12.04%
454,237549,237477,4000,A,A3,MORTGAGE,65000,Not Verified,01-01-2008,Fully Paid,VT,7.75%
455,237776,234342,7000,A,A2,MORTGAGE,33000,Not Verified,01-01-2008,Fully Paid,OH,7.43%
456,237880,235838,7500,B,B3,RENT,64000,Not Verified,01-01-2008,Fully Paid,CA,9.83%
457,237883,237877,12000,D,D4,MORTGAGE,49853,Not Verified,01-02-2008,Fully Paid,GA,13.30%
458,238327,220429,15000,C,C4,MORTGAGE,62500,Not Verified,01-02-2008,Fully Paid,NC,6.00%
459,238360,229894,12000,B,B3,RENT,25000,Not Verified,01-02-2008,Fully Paid,AZ,9.83%
460,238587,238542,8000,B,B3,MORTGAGE,36000,Not Verified,01-02-2008,Fully Paid,MO,9.83%
461,238612,238594,2000,A,A4,RENT,30000,Not Verified,01-01-2008,Fully Paid,NY,8.07%
462,238935,238817,7000,B,B1,MORTGAGE,88000,Not Verified,01-02-2008,Fully Paid,CO,9.20%
463,238983,238972,10000,B,B2,RENT,51600,Not Verified,01-02-2008,Fully Paid,CO,9.51%
464,238989,238948,10000,B,B1,RENT,45000,Not Verified,01-02-2008,Fully Paid,LA,9.20%
465,239690,239649,15450,E,E1,MORTGAGE,42000,Not Verified,01-02-2008,Charged Off,OH,13.93%
466,239761,239710,10500,A,A3,MORTGAGE,57400,Not Verified,01-02-2008,Fully Paid,TX,7.75%
467,239843,239780,20000,B,B2,OWN,80000,Not Verified,01-02-2008,Charged Off,NY,9.51%
468,240105,240094,5950,C,C4,RENT,35427,Not Verified,01-02-2008,Fully Paid,NY,11.72%
469,240220,237164,1300,B,B5,RENT,47000,Not Verified,01-02-2008,Fully Paid,MO,10.46%
470,240361,240346,4225,B,B3,RENT,48000,Not Verified,01-02-2008,Fully Paid,CA,9.83%
471,240974,240928,5450,D,D2,OWN,74000,Not Verified,01-02-2008,Fully Paid,NY,12.67%
472,241117,241084,6000,B,B5,RENT,38000,Not Verified,01-02-2008,Fully Paid,MA,10.46%
473,241502,241486,3000,A,A4,RENT,25000,Not Verified,01-02-2008,Fully Paid,FL,8.32%
474,241536,240491,13450,D,D1,RENT,35000,Not Verified,01-02-2008,Fully Paid,UT,12.61%
475,241659,240140,12100,B,B1,RENT,54000,Not Verified,01-02-2008,Fully Paid,IL,9.45%
476,241850,241260,1500,A,A5,MORTGAGE,17544,Not Verified,01-01-2008,Fully Paid,TX,8.63%
477,242092,242081,6400,A,A4,MORTGAGE,50000,Not Verified,01-02-2008,Fully Paid,VA,8.32%
478,242229,242210,12000,D,D3,RENT,82000,Not Verified,01-02-2008,Fully Paid,IL,13.24%
479,242260,230210,10150,C,C4,MORTGAGE,90096,Not Verified,01-02-2008,Fully Paid,NJ,11.97%
480,242333,242302,10425,B,B1,OWN,60000,Not Verified,01-02-2008,Charged Off,PA,9.45%
481,242356,242065,19200,D,D5,RENT,79636,Not Verified,01-02-2008,Fully Paid,TX,13.87%
482,242452,242440,3200,A,A5,RENT,18000,Not Verified,01-01-2008,Fully Paid,NY,8.63%
483,242642,237046,16600,B,B2,MORTGAGE,20000,Not Verified,01-02-2008,Fully Paid,AZ,9.76%
484,242695,242682,500,B,B5,MORTGAGE,7904,Not Verified,01-01-2008,Fully Paid,CA,10.71%
485,242839,242830,25000,B,B3,MORTGAGE,37000,Not Verified,01-02-2008,Fully Paid,CA,10.08%
486,243046,241583,10325,D,D2,RENT,70000,Not Verified,01-02-2008,Charged Off,CA,12.92%
487,243078,243060,6000,B,B4,RENT,43000,Not Verified,01-02-2008,Fully Paid,VA,10.39%
488,243130,242899,6000,A,A3,OWN,48000,Not Verified,01-02-2008,Fully Paid,OH,8.00%
489,243207,243192,7400,B,B2,RENT,69000,Not Verified,01-02-2008,Fully Paid,CA,9.76%
490,243243,243182,4600,B,B3,RENT,42000,Not Verified,01-02-2008,Fully Paid,CO,10.08%
491,243280,243033,6000,A,A5,RENT,39000,Not Verified,01-02-2008,Fully Paid,TX,8.63%
492,243314,243302,2600,B,B3,RENT,28000,Not Verified,01-02-2008,Fully Paid,CA,10.08%
493,243406,243089,6000,B,B2,MORTGAGE,200000,Not Verified,01-02-2008,Fully Paid,NJ,9.76%
494,243430,243042,13000,C,C4,MORTGAGE,83000,Not Verified,01-02-2008,Fully Paid,TX,11.97%
495,243622,243616,10400,B,B5,RENT,31400,Not Verified,01-02-2008,Fully Paid,CA,10.71%
496,243737,241476,7000,B,B2,RENT,27600,Not Verified,01-02-2008,Fully Paid,MN,9.76%
497,243957,243947,7500,B,B4,MORTGAGE,45000,Not Verified,01-02-2008,Fully Paid,NY,10.39%
498,244029,244014,800,A,A1,MORTGAGE,35000,Not Verified,01-01-2008,Fully Paid,LA,7.37%
499,244261,183323,2900,A,A3,RENT,19000,Not Verified,01-01-2008,Fully Paid,TX,8.00%
500,244437,244429,17350,D,D4,OWN,44000,Not Verified,01-02-2008,Fully Paid,NH,13.55%
501,244872,229143,3000,B,B1,MORTGAGE,75000,Not Verified,01-02-2008,Fully Paid,CT,9.45%
502,245124,244509,1500,B,B5,RENT,42000,Not Verified,01-02-2008,Fully Paid,TN,10.71%
503,245190,244192,6000,C,C5,MORTGAGE,36000,Not Verified,01-02-2008,Fully Paid,MO,12.29%
504,245733,245715,6400,A,A2,MORTGAGE,101400,Not Verified,01-02-2008,Fully Paid,FL,7.68%
505,245765,245749,9900,A,A3,MORTGAGE,101400,Not Verified,01-02-2008,Fully Paid,FL,8.00%
506,245846,243149,2500,B,B2,RENT,22000,Not Verified,01-02-2008,Fully Paid,GA,9.76%
507,246179,246166,5100,A,A4,MORTGAGE,59000,Not Verified,01-02-2008,Fully Paid,CT,8.32%
508,246276,246273,10100,D,D4,RENT,29136,Not Verified,01-02-2008,Charged Off,NV,13.55%
509,246516,213733,8500,B,B1,RENT,50004,Not Verified,01-02-2008,Fully Paid,TX,9.45%
510,246553,243996,9100,D,D3,RENT,49200,Not Verified,01-02-2008,Fully Paid,TX,13.24%
511,247062,242344,6225,B,B2,RENT,20400,Not Verified,01-02-2008,Fully Paid,CA,9.76%
512,247424,247412,8000,B,B5,RENT,215000,Not Verified,01-02-2008,Fully Paid,NY,10.71%
513,248108,248102,3000,A,A3,RENT,23000,Not Verified,01-02-2008,Fully Paid,OH,8.00%
514,248130,248126,1450,B,B2,OWN,65000,Not Verified,01-02-2008,Fully Paid,PA,9.76%
515,248304,247294,6000,A,A5,RENT,42328,Not Verified,01-02-2008,Fully Paid,IL,8.63%
516,248498,248495,19500,B,B2,RENT,90000,Not Verified,01-02-2008,Fully Paid,IA,9.76%
517,248539,246119,10000,C,C3,MORTGAGE,49600,Not Verified,01-02-2008,Fully Paid,CA,11.66%
518,248583,248534,18000,B,B4,RENT,80000,Not Verified,01-03-2008,Fully Paid,NY,10.39%
519,248817,248616,6000,C,C4,RENT,58800,Not Verified,01-02-2008,Charged Off,FL,11.97%
520,248841,246380,6000,A,A2,OWN,75000,Not Verified,01-02-2008,Fully Paid,NY,7.68%
